name;a;b;date
Almendra;0;4717;2020-03-01
Espeja de San Marcelino;4786;7990;2020-03-01
Santo Tomé de Zabarcos;0;2952;2020-03-01
Villazopeque;800;1751;2020-03-01
Zapardiel de la Ribera;2381;2381;2020-03-01
Páramo del Sil;25775;27612;2020-03-01
San Mamés de Burgos;633;3284;2020-03-01
Condado de Castilnovo;0;3707;2020-03-01
Bárcena de Campos;1555;1555;2020-03-01
Perilla de Castro;6754;6754;2020-03-01
Cotanes del Monte;2359;2359;2020-03-01
La Losa;2350;7799;2020-03-01
Pelarrodríguez;0;2946;2020-03-01
San Salvador;301;1217;2020-03-01
Mogarraz;0;1642;2020-03-01
Santibáñez de la Sierra;0;1793;2020-03-01
Brazacorta;2498;2498;2020-03-01
San Román de la Cuba;0;1905;2020-03-01
Cepeda la Mora;3258;3258;2020-03-01
Zarzosa de Río Pisuerga;0;1713;2020-03-01
Las Aldehuelas;1767;2431;2020-03-01
Villar de Peralonso;0;5183;2020-03-01
Acebedo;3958;7201;2020-03-01
Isar;4366;7685;2020-03-01
Los Altos;2363;10735;2020-03-01
Torrelara;1449;1505;2020-03-01
San Leonardo de Yagüe;0;14351;2020-03-01
Villafrades de Campos;0;4059;2020-03-01
Frades de la Sierra;0;6154;2020-03-01
Moral de Hornuez;148;2501;2020-03-01
Rollán;0;4520;2020-03-01
Cerralbo;0;4643;2020-03-01
Fuente el Sol;0;2145;2020-03-01
Ataquines;1681;6851;2020-03-01
Villaseco del Pan;0;6908;2020-03-01
Cabrejas del Campo;1991;1991;2020-03-01
San Lorenzo de Tormes;936;2332;2020-03-01
Espinosa de Cerrato;4799;4799;2020-03-01
Quintana Redonda;2840;7814;2020-03-01
Santa María del Tiétar;9118;12644;2020-03-01
Palazuelos de Muñó;1061;2181;2020-03-01
Llano de Olmedo;0;1791;2020-03-01
Valle de Santibáñez;6508;14059;2020-03-01
Aldeasoña;299;1735;2020-03-01
Nava de Sotrobal;0;4432;2020-03-01
Carcedo de Burgos;746;10338;2020-03-01
Osorno la Mayor;107;16372;2020-03-01
Herguijuela de Ciudad Rodrigo;0;2818;2020-03-01
Garcirrey;0;1514;2020-03-01
Carrascal del Río;2216;3836;2020-03-01
El Maderal;1802;3435;2020-03-01
Fuentes de Nava;0;5201;2020-03-01
Casasola;1900;3372;2020-03-01
Bembibre;16019;52397;2020-03-01
Valdorros;1720;9439;2020-03-01
San Pedro de Latarce;1635;7225;2020-03-01
Villerías de Campos;0;2280;2020-03-01
Fuentes de Valdepero;0;6385;2020-03-01
Corcos;3119;5812;2020-03-01
Saldaña;14851;29585;2020-03-01
Tordesillas;29923;72326;2020-03-01
Jambrina;170;2697;2020-03-01
San Martín del Castañar;0;3038;2020-03-01
Adradas;4020;4020;2020-03-01
Melgar de Yuso;0;3979;2020-03-01
Forfoleda;0;4605;2020-03-01
Borobia;2854;3098;2020-03-01
Sanzoles;165;8020;2020-03-01
Tubilla del Lago;625;3715;2020-03-01
Iglesiarrubia;274;2704;2020-03-01
Villalaco;0;2557;2020-03-01
Serradilla del Llano;0;5156;2020-03-01
Zorita de la Frontera;0;4244;2020-03-01
Yelo;2029;2029;2020-03-01
Mazuecos de Valdeginate;0;2484;2020-03-01
Villaldemiro;1745;2333;2020-03-01
Villaseco de los Reyes;0;8510;2020-03-01
Valdestillas;1342;13621;2020-03-01
Santiago Millas;12033;12469;2020-03-01
Cistierna;25338;32553;2020-03-01
Requena de Campos;0;1757;2020-03-01
Velilla de los Ajos;641;641;2020-03-01
Villoruela;0;7339;2020-03-01
Vega de Ruiponce;0;3695;2020-03-01
Ceinos de Campos;112;4966;2020-03-01
Torres del Carrizal;0;3468;2020-03-01
Navarredondilla;4687;4687;2020-03-01
Pajares de la Laguna;0;2846;2020-03-01
Villafrechós;0;6620;2020-03-01
Castromembibre;656;2257;2020-03-01
Langa;399;5955;2020-03-01
Dévanos;1593;1593;2020-03-01
Villaseca de Arciel;615;615;2020-03-01
Villanueva de San Mancio;0;2528;2020-03-01
Congosto;3669;18823;2020-03-01
Torrescárcela;69;1874;2020-03-01
Tajueco;1614;1614;2020-03-01
Almazán;2254;31294;2020-03-01
Rábano de Aliste;2981;2981;2020-03-01
Moraleja de Matacabras;0;1748;2020-03-01
Ameyugo;537;1490;2020-03-01
Rollamienta;1225;1225;2020-03-01
Ledanía de Hacinas y Salas de los Infantes;0;0;2020-03-01
Gemuño;0;3990;2020-03-01
Los Rábanos;8769;12212;2020-03-01
Ayllón;6384;15257;2020-03-01
Poza de la Sal;871;11629;2020-03-01
Villasrubias;0;5065;2020-03-01
Aldeanueva de Figueroa;0;6042;2020-03-01
Cervillego de la Cruz;636;3276;2020-03-01
Fontihoyuelo;0;1700;2020-03-01
Casaseca de Campeán;3160;3160;2020-03-01
Navaleno;2414;9885;2020-03-01
Caleruega;325;6123;2020-03-01
Espinosa de Cervera;98;2181;2020-03-01
Melque de Cercos;445;3232;2020-03-01
Tardáguila;0;4332;2020-03-01
Valdepolo;13317;24917;2020-03-01
Villalón de Campos;0;15619;2020-03-01
Fuentepelayo;1110;7206;2020-03-01
Villota del Páramo;4139;6350;2020-03-01
Marazoleja;2211;2211;2020-03-01
Junciana;0;2023;2020-03-01
Requejo;363;3829;2020-03-01
Cedillo de la Torre;2590;2967;2020-03-01
Peñaflor de Hornija;337;4471;2020-03-01
Terradillos de Esgueva;2059;2059;2020-03-01
Cipérez;0;7652;2020-03-01
Liceras;1837;1837;2020-03-01
Camarzana de Tera;4842;13881;2020-03-01
Quintanilla de la Mata;2062;2337;2020-03-01
Cabizuela;427;2475;2020-03-01
Aldeaseca de la Frontera;0;4579;2020-03-01
Pascualcobo;0;3114;2020-03-01
Matadeón de los Oteros;0;5673;2020-03-01
Piña de Esgueva;146;3297;2020-03-01
Bahabón;219;3346;2020-03-01
Palacios de Goda;382;7183;2020-03-01
Ciguñuela;151;3859;2020-03-01
Olmillos de Castro;7103;7103;2020-03-01
Valdefinjas;2356;2356;2020-03-01
Adrada de Haza;548;2500;2020-03-01
Villaescusa;3640;3640;2020-03-01
Calabazas de Fuentidueña;13;1575;2020-03-01
La Aldehuela;0;3114;2020-03-01
Quintanilla del Agua y Tordueles;2461;7692;2020-03-01
Langayo;814;4657;2020-03-01
El Hoyo de Pinares;755;24642;2020-03-01
Cebrecos;766;1240;2020-03-01
Villaescusa la Sombría;1759;2636;2020-03-01
San Cristóbal de Boedo;847;1835;2020-03-01
Aldeanueva del Codonal;2427;2427;2020-03-01
San Vicente del Palacio;654;2778;2020-03-01
Fuentelsaz de Soria;2508;2508;2020-03-01
Bermellar;0;3914;2020-03-01
Cogollos;991;6990;2020-03-01
Valdescorriel;4445;4445;2020-03-01
Cañizal;0;8790;2020-03-01
Brabos;128;3396;2020-03-01
San Miguel del Valle;3789;3888;2020-03-01
Santa Eufemia del Barco;2831;2831;2020-03-01
Alba de Tormes;690;25350;2020-03-01
Villeguillo;1175;1706;2020-03-01
Villaprovedo;2025;2212;2020-03-01
Carrascosa de la Sierra;1327;1647;2020-03-01
Gil García;1991;1991;2020-03-01
Los Barrios de Luna;8654;8654;2020-03-01
Llamas de la Ribera;4827;12424;2020-03-01
Villayerno Morquillas;0;3389;2020-03-01
Almenara de Adaja;0;563;2020-03-01
Villaespasa;1538;2041;2020-03-01
Fuentes de Magaña;2092;2092;2020-03-01
Cabañes de Esgueva;3909;3968;2020-03-01
Villardeciervos;2533;11871;2020-03-01
Navas de Oro;707;21157;2020-03-01
Cillán;0;2847;2020-03-01
Chagarcía Medianero;0;2379;2020-03-01
Royuela de Río Franco;5661;5661;2020-03-01
Almanza;11189;11189;2020-03-01
Villarino de los Aires;0;15535;2020-03-01
Megeces;104;5630;2020-03-01
Villaherreros;0;3390;2020-03-01
Santovenia de la Valdoncina;246;18223;2020-03-01
Tordillos;0;7720;2020-03-01
Fariza;11056;17892;2020-03-01
Villahán;335;2668;2020-03-01
Gamones;3797;3797;2020-03-01
Fuentes de Oñoro;0;11068;2020-03-01
Cantalejo;4553;31363;2020-03-01
Friera de Valverde;4767;4767;2020-03-01
Poveda de las Cintas;0;4385;2020-03-01
Tórtoles de Esgueva;3145;6902;2020-03-01
Modúbar de la Emparedada;1937;8436;2020-03-01
Fombellida;778;3747;2020-03-01
Figueruela de Arriba;8806;8948;2020-03-01
Campillo de Azaba;0;3240;2020-03-01
Valdeavellano de Tera;2356;4007;2020-03-01
Encina de San Silvestre;0;3621;2020-03-01
El Barco de Ávila;295;21096;2020-03-01
Hontoria de Valdearados;443;3124;2020-03-01
Cordovilla;0;2981;2020-03-01
Malpartida de Corneja;3642;3642;2020-03-01
Frechilla de Almazán;1857;1857;2020-03-01
Rebolledo de la Torre;3140;4141;2020-03-01
Dehesa de Romanos;1269;1269;2020-03-01
Riberos de la Cueza;0;1693;2020-03-01
Calvarrasa de Abajo;0;15516;2020-03-01
Navatejares;1561;1561;2020-03-01
Carabantes;861;861;2020-03-01
Aldehuela de la Bóveda;231;3355;2020-03-01
Calatañazor;836;1513;2020-03-01
Muñogrande;0;3425;2020-03-01
Villamandos;6902;6902;2020-03-01
Alfaraz de Sayago;0;5992;2020-03-01
Miño de Medinaceli;1910;2288;2020-03-01
Quintanilla de Trigueros;361;1660;2020-03-01
Pino del Río;4357;4733;2020-03-01
Cubillos;0;4881;2020-03-01
Cabezas de Alambre;0;3411;2020-03-01
La Mudarra;285;2382;2020-03-01
Miraveche;63;4570;2020-03-01
Zaratán;2597;24375;2020-03-01
Fuente Encalada;2957;3433;2020-03-01
Fuentenebro;332;3660;2020-03-01
Villamuera de la Cueza;0;1554;2020-03-01
La Zarza;746;1854;2020-03-01
Castildelgado;0;1720;2020-03-01
Quintanilla del Molar;0;1398;2020-03-01
Gordoncillo;6359;6359;2020-03-01
Villageriz;1631;1631;2020-03-01
Rabanera del Pinar;2287;5463;2020-03-01
Fuensaldaña;13330;26321;2020-03-01
Revilla del Campo;156;3534;2020-03-01
Miranda de Ebro;16161;107167;2020-03-01
Toral de los Vados;16309;26416;2020-03-01
Añe;188;1853;2020-03-01
Moríñigo;0;3392;2020-03-01
San Pedro del Arroyo;326;10043;2020-03-01
Bayubas de Abajo;553;2606;2020-03-01
Horcajo Medianero;0;6048;2020-03-01
Amayuelas de Arriba;0;1122;2020-03-01
Pampliega;937;5760;2020-03-01
Peranzanes;11344;11704;2020-03-01
Calzada de Don Diego;0;3682;2020-03-01
Medina de Rioseco;15;23021;2020-03-01
Sotragero;35;3376;2020-03-01
Neila de San Miguel;2597;2597;2020-03-01
Riaza;8082;26815;2020-03-01
Viñegra de Moraña;0;2483;2020-03-01
Barruecopardo;0;7239;2020-03-01
Villares de la Reina;225;51135;2020-03-01
Campo de Villavidel;0;4552;2020-03-01
Saldaña de Burgos;4544;6837;2020-03-01
Amusco;38;10400;2020-03-01
Carbajosa de la Sagrada;0;41510;2020-03-01
Arganza;12173;15351;2020-03-01
Hermisende;3474;9178;2020-03-01
Navianos de Valverde;4963;4963;2020-03-01
Cervera de Pisuerga;29744;34223;2020-03-01
La Gallega;591;2740;2020-03-01
La Alameda de Gardón;0;3269;2020-03-01
San Juan de Gredos;8579;10494;2020-03-01
Prioro;7631;8701;2020-03-01
Palencia de Negrilla;0;3025;2020-03-01
Riocavado de la Sierra;168;1750;2020-03-01
Constanzana;1964;2407;2020-03-01
Castronuevo;5579;5681;2020-03-01
Garcihernández;339;8612;2020-03-01
Nava de Roa;107;3446;2020-03-01
Torrecilla del Pinar;1094;4415;2020-03-01
Cerezo de Abajo;308;4099;2020-03-01
Bermillo de Sayago;8623;14612;2020-03-01
Soliedra;1043;1043;2020-03-01
Barcones;1785;1785;2020-03-01
Covarrubias;328;5752;2020-03-01
San Juan del Molinillo;3138;3138;2020-03-01
Castrojeriz;7489;20721;2020-03-01
Villanueva de los Infantes;56;2063;2020-03-01
Serradilla del Arroyo;0;6267;2020-03-01
Villanubla;5323;16430;2020-03-01
Santa María la Real de Nieva;20378;28571;2020-03-01
Guijuelo;538;37902;2020-03-01
Quintanaortuño;499;3439;2020-03-01
Montejo de Arévalo;3686;3686;2020-03-01
La Alamedilla;0;1870;2020-03-01
Villafranca de Duero;175;4310;2020-03-01
Tinieblas de la Sierra;1695;1695;2020-03-01
Espirdo;6347;7974;2020-03-01
Candelario;0;7459;2020-03-01
Muriel;134;2911;2020-03-01
Montemayor del Río;0;3594;2020-03-01
La Vídola;0;3690;2020-03-01
Sabero;21932;21932;2020-03-01
Añover de Tormes;0;3142;2020-03-01
Villodre;0;1794;2020-03-01
Salobral;0;2283;2020-03-01
Muñopedro;5228;5228;2020-03-01
Fuenterroble de Salvatierra;0;7986;2020-03-01
Éjeme;0;2942;2020-03-01
Santa María de los Caballeros;394;3812;2020-03-01
Escurial de la Sierra;144;5481;2020-03-01
Ponferrada;64857;219657;2020-03-01
Fresno del Río;5217;5217;2020-03-01
Ólvega;8073;28012;2020-03-01
Nolay;1085;1085;2020-03-01
Amavida;497;2991;2020-03-01
Aguilafuente;156;7793;2020-03-01
Hospital de Órbigo;1308;9613;2020-03-01
Canillas de Esgueva;1061;2666;2020-03-01
Aldeatejada;0;18677;2020-03-01
Valle de Cerrato;650;2247;2020-03-01
Cabrillanes;14771;17736;2020-03-01
Villamañán;157;15344;2020-03-01
Larrodrigo;0;4309;2020-03-01
Santa María del Mercadillo;0;2344;2020-03-01
Joarilla de las Matas;4557;4862;2020-03-01
Aguilar de Campos;0;5374;2020-03-01
San Justo;8115;11134;2020-03-01
Villagonzalo de Tormes;0;4190;2020-03-01
Arevalillo de Cega;711;711;2020-03-01
Olmos de Ojeda;2709;6287;2020-03-01
Aguilar de Campoo;30264;48570;2020-03-01
Martín Miguel;3174;3174;2020-03-01
Pesquera de Duero;1821;4561;2020-03-01
Santibáñez de Ecla;524;1146;2020-03-01
Santo Domingo de Pirón;0;1934;2020-03-01
Lumbrales;0;17796;2020-03-01
San Juan del Monte;1137;2274;2020-03-01
Santa María de Valverde;1884;2243;2020-03-01
Hacinas;15;4514;2020-03-01
La Fuente de San Esteban;0;16736;2020-03-01
Puebla de Pedraza;0;1822;2020-03-01
Papatrigo;0;4731;2020-03-01
Rebollar;1241;1241;2020-03-01
Aldearrodrigo;0;2221;2020-03-01
Honrubia de la Cuesta;3287;4590;2020-03-01
Ventosa de la Cuesta;586;2330;2020-03-01
Villambistia;0;1751;2020-03-01
Pedrosa de Río Úrbel;3947;4726;2020-03-01
Ibrillos;881;881;2020-03-01
Ituero de Azaba;0;4468;2020-03-01
Pozanco;0;1876;2020-03-01
Turcia;3040;18431;2020-03-01
Villafáfila;1798;9253;2020-03-01
Tamames;0;8784;2020-03-01
Villalba de los Alcores;943;5901;2020-03-01
Manganeses de la Polvorosa;0;9247;2020-03-01
Revenga de Campos;0;2725;2020-03-01
Fuente de Santa Cruz;2674;2674;2020-03-01
Las Hormazas;2538;2964;2020-03-01
Agallas;0;4867;2020-03-01
Nava del Rey;1067;14578;2020-03-01
Abarca de Campos;0;977;2020-03-01
Aldealices;1122;1122;2020-03-01
Los Villares de Soria;0;2783;2020-03-01
Cabezón de la Sierra;940;2026;2020-03-01
Villaflores;0;5107;2020-03-01
Horcajo de las Torres;1347;6810;2020-03-01
La Lastrilla;6425;22909;2020-03-01
Respenda de la Peña;4417;4558;2020-03-01
Villadepera;1214;7408;2020-03-01
Villamayor de Campos;5819;6294;2020-03-01
Medina de Pomar;2694;96765;2020-03-01
Barbadillo del Pez;1530;2071;2020-03-01
Casaseca de las Chanas;0;4295;2020-03-01
Berlanga del Bierzo;3553;9603;2020-03-01
Gomezserracín;8427;8809;2020-03-01
Valdeande;0;2676;2020-03-01
Candeleda;10833;26016;2020-03-01
Coruña del Conde;203;3204;2020-03-01
Santiago del Tormes;5612;6045;2020-03-01
Basardilla;2403;2403;2020-03-01
Ramiro;80;1439;2020-03-01
Nogal de las Huertas;0;1928;2020-03-01
Diego del Carpio;907;7754;2020-03-01
Valdevimbre;0;18407;2020-03-01
Sobrado;0;7570;2020-03-01
Cayuela;261;3738;2020-03-01
Encinas de Esgueva;1364;4836;2020-03-01
Rágama;0;3684;2020-03-01
Roda de Eresma;1849;1849;2020-03-01
Villahoz;2060;7025;2020-03-01
Castrillo del Val;2560;13110;2020-03-01
Villasbuenas;0;4157;2020-03-01
Tajahuerce;1232;1232;2020-03-01
Husillos;0;4353;2020-03-01
Villarrabé;4341;5166;2020-03-01
Berceruelo;222;1476;2020-03-01
San Miguel de Corneja;0;2134;2020-03-01
Fuentecambrón;1088;1088;2020-03-01
Solarana;809;3443;2020-03-01
Pozos de Hinojo;0;2271;2020-03-01
San Martín de la Vega del Alberche;3720;4986;2020-03-01
Berrocal de Huebra;0;2518;2020-03-01
Espino de la Orbada;0;4296;2020-03-01
Hontanas;731;2033;2020-03-01
El Burgo Ranero;9744;17941;2020-03-01
Santo Domingo de Silos;1063;8019;2020-03-01
Torrecaballeros;2946;12733;2020-03-01
Losacino;6045;6045;2020-03-01
Cuelgamures;1864;1864;2020-03-01
Donjimeno;0;2997;2020-03-01
Castronuño;139;8488;2020-03-01
La Cabeza de Béjar;0;3073;2020-03-01
Mancera de Arriba;0;3545;2020-03-01
Villaveza del Agua;4177;4177;2020-03-01
Boñar;12635;21287;2020-03-01
Villalobos;0;3803;2020-03-01
La Sagrada;0;3710;2020-03-01
San Cebrián de Castro;0;6216;2020-03-01
Molezuelas de la Carballeda;3988;3988;2020-03-01
Valdelagua del Cerro;566;566;2020-03-01
Escobar de Polendos;876;5415;2020-03-01
Sancedo;9578;10628;2020-03-01
Rivilla de Barajas;0;1832;2020-03-01
Cabañas de Sayago;0;3064;2020-03-01
Alaejos;919;13210;2020-03-01
Aldeamayor de San Martín;19483;76308;2020-03-01
Trespaderne;4512;15528;2020-03-01
Mojados;12189;33311;2020-03-01
Madrigalejo del Monte;2561;5238;2020-03-01
Valbuena de Pisuerga;0;2209;2020-03-01
Valdehijaderos;0;1865;2020-03-01
Sargentes de la Lora;2579;4781;2020-03-01
Los Huertos;1882;2331;2020-03-01
Quintana y Congosto;10039;10573;2020-03-01
Grajal de Campos;5211;6427;2020-03-01
Berzosilla;2720;2720;2020-03-01
Valdevacas y Guijar;1743;1743;2020-03-01
Cuevas del Valle;829;5321;2020-03-01
Villalcázar de Sirga;0;2959;2020-03-01
Fuentesecas;1687;1687;2020-03-01
Cabezón de Valderaduey;0;1696;2020-03-01
Rasueros;962;4536;2020-03-01
Nava de la Asunción;1281;23396;2020-03-01
Castrillo de Cabrera;6102;6102;2020-03-01
La Bastida;0;1087;2020-03-01
Bustillo de la Vega;3987;4792;2020-03-01
Pereña de la Ribera;0;5167;2020-03-01
Valle de Zamanzas;1344;3821;2020-03-01
Villarramiel;0;11425;2020-03-01
El Tiemblo;11508;52600;2020-03-01
Gallegos de Hornija;590;1965;2020-03-01
Santiuste de Pedraza;0;4442;2020-03-01
Montealegre de Campos;0;3154;2020-03-01
Cirujales del Río;861;861;2020-03-01
Pozo de Urama;0;1271;2020-03-01
Grijalba;2412;2412;2020-03-01
Prado;0;1664;2020-03-01
Manzanal del Barco;0;4642;2020-03-01
Carucedo;11313;14581;2020-03-01
Vileña;85;734;2020-03-01
Sanchonuño;13310;13310;2020-03-01
Muñoveros;1376;1973;2020-03-01
Villaturde;0;5078;2020-03-01
Gejuelo del Barro;0;1319;2020-03-01
Villar del Ala;1829;1829;2020-03-01
Población de Cerrato;1951;2040;2020-03-01
Doñinos de Salamanca;0;21160;2020-03-01
Muelas de los Caballeros;2595;5096;2020-03-01
Peral de Arlanza;147;3634;2020-03-01
Matilla de los Caños;162;1484;2020-03-01
Valero;0;3327;2020-03-01
Tiñosillos;1244;7751;2020-03-01
Oquillas;1279;1279;2020-03-01
El Mirón;522;4924;2020-03-01
Vilvestre;0;6518;2020-03-01
Aldeavieja de Tormes;0;2984;2020-03-01
Santa María de la Isla;6923;6923;2020-03-01
Villagalijo;1528;1528;2020-03-01
Juarros de Voltoya;5030;6267;2020-03-01
Magaz de Cepeda;14415;14924;2020-03-01
San Vicente del Valle;621;1501;2020-03-01
San Esteban de Nogales;2677;2677;2020-03-01
Villarejo del Valle;2230;2230;2020-03-01
Aldea Real;1673;4952;2020-03-01
Navarrevisca;4488;4488;2020-03-01
Redecilla del Campo;1537;3442;2020-03-01
Palazuelos de la Sierra;1834;2297;2020-03-01
Faramontanos de Tábara;0;8297;2020-03-01
Piña de Campos;3;4913;2020-03-01
Balboa;5856;6742;2020-03-01
Santibáñez de Béjar;0;8576;2020-03-01
Languilla;2748;3673;2020-03-01
La Vid y Barrios;2780;6083;2020-03-01
Escobar de Campos;1784;1784;2020-03-01
Baquerín de Campos;0;1732;2020-03-01
Cubilla;977;977;2020-03-01
Cubillo;1580;1580;2020-03-01
Santibáñez de Esgueva;2552;2552;2020-03-01
El Espinar;15943;124940;2020-03-01
Pobladura de Pelayo García;6801;6801;2020-03-01
Paredes de Nava;196;12108;2020-03-01
Narros;1770;1770;2020-03-01
San Pelayo;154;1228;2020-03-01
Carpio de Azaba;0;2420;2020-03-01
El Parral;0;2504;2020-03-01
Merindad de Valdivielso;14194;17444;2020-03-01
Collado de Contreras;485;4277;2020-03-01
Villacarralón;61;2374;2020-03-01
Cebanico;4574;4574;2020-03-01
Monterrubio de la Demanda;1641;2559;2020-03-01
Burgos;11259;301151;2020-03-01
Quintanilla de Onsoña;3397;7460;2020-03-01
Coreses;0;17951;2020-03-01
Villamol;5265;5265;2020-03-01
Villafranca Montes de Oca;2323;3920;2020-03-01
Alfoz de Bricia;7085;8369;2020-03-01
Ledanía de Castrillo de la Reina, Hacinas y Salas de los Infantes;0;0;2020-03-01
Blascosancho;375;5277;2020-03-01
Torrecilla de la Abadesa;792;2937;2020-03-01
Nueva Villa de las Torres;135;3705;2020-03-01
Baraona;5900;6250;2020-03-01
Torregalindo;1094;3798;2020-03-01
Belbimbre;1250;1531;2020-03-01
La Revilla y Ahedo;828;5582;2020-03-01
Valdeprados;1302;1302;2020-03-01
Valdelosa;0;4664;2020-03-01
Tosantos;182;2110;2020-03-01
Berrueces;0;3099;2020-03-01
Villaluenga de la Vega;6101;8465;2020-03-01
Fuentespreadas;0;4089;2020-03-01
Sanchotello;0;3624;2020-03-01
Castrillo de la Guareña;1915;1915;2020-03-01
Santa Gadea del Cid;122;3568;2020-03-01
Torquemada;4170;10856;2020-03-01
Cuevas de Provanco;4366;4366;2020-03-01
Ferreruela;3892;7112;2020-03-01
Orejana;1228;2369;2020-03-01
Fresneña;5007;5989;2020-03-01
Pedraza;772;6168;2020-03-01
Bliecos;1052;1052;2020-03-01
Gilbuena;0;2143;2020-03-01
Villar de Gallimazo;0;2793;2020-03-01
Fuentes de Ropel;484;7585;2020-03-01
Quintanas de Gormáz;0;2327;2020-03-01
El Fresno;1595;6114;2020-03-01
Carbonero el Mayor;8478;20029;2020-03-01
Pardilla;1317;2294;2020-03-01
Pinilla de los Moros;722;1699;2020-03-01
Castrocontrigo;14623;20888;2020-03-01
Benavides;12891;26413;2020-03-01
Castil de Vela;0;1700;2020-03-01
Luyego;18753;18753;2020-03-01
Salmoral;0;4384;2020-03-01
Espinosa de Villagonzalo;1503;2243;2020-03-01
Castrodeza;0;7616;2020-03-01
Oseja de Sajambre;7174;7545;2020-03-01
Cármenes;7246;7246;2020-03-01
La Seca;945;10926;2020-03-01
Burón;6614;11140;2020-03-01
Castillejo de Mesleón;2008;3847;2020-03-01
Andavías;229;8870;2020-03-01
San Morales;0;3476;2020-03-01
Endrinal;0;3565;2020-03-01
Arandilla;510;3161;2020-03-01
Puebla de Lillo;5108;7060;2020-03-01
Sotoserrano;0;3818;2020-03-01
Pías;5295;5295;2020-03-01
Palazuelos de Eresma;26140;31773;2020-03-01
Ucero;0;2339;2020-03-01
Rubí de Bracamonte;12;3250;2020-03-01
Garray;0;15573;2020-03-01
Blasconuño de Matacabras;0;844;2020-03-01
Villanueva de las Peras;0;4458;2020-03-01
Villaquirán de los Infantes;2617;3397;2020-03-01
Yanguas de Eresma;2220;2830;2020-03-01
Grijota;4914;20185;2020-03-01
Renedo de la Vega;0;5922;2020-03-01
La Sierpe;0;2926;2020-03-01
Valluércanes;2715;2715;2020-03-01
Villaverde de Íscar;7880;7880;2020-03-01
Cabrillas;0;6874;2020-03-01
Quintanar de la Sierra;8561;18332;2020-03-01
Villaverde de Guareña;0;2751;2020-03-01
Revillarruz;998;10078;2020-03-01
Merindad de Cuesta-Urria;9424;15404;2020-03-01
Umbrías;2573;2573;2020-03-01
Mansilla de las Mulas;7;19449;2020-03-01
Navalmanzano;1230;11137;2020-03-01
Tudela de Duero;16409;56508;2020-03-01
Santa María del Invierno;62;2972;2020-03-01
Revilla de Collazos;2471;2471;2020-03-01
Grisaleña;1413;1413;2020-03-01
Parada de Rubiales;0;6172;2020-03-01
Torre del Bierzo;16370;32694;2020-03-01
Herreros de Suso;0;5708;2020-03-01
Toro;3485;36439;2020-03-01
Gallegos;0;2306;2020-03-01
Villalba de Duero;3938;7684;2020-03-01
Monfarracinos;275;7144;2020-03-01
Palenzuela;1883;6565;2020-03-01
Villabraz;5128;5128;2020-03-01
Quintanavides;486;2091;2020-03-01
Prádanos de Bureba;275;2341;2020-03-01
Vega de Santa María;483;2646;2020-03-01
Aldehuela de Yeltes;0;2889;2020-03-01
El Cubo de Tierra del Vino;0;5107;2020-03-01
La Adrada;27706;37952;2020-03-01
San Román de Hornija;302;4378;2020-03-01
Villamuriel de Cerrato;234;23670;2020-03-01
Sequera de Fresno;0;1585;2020-03-01
Riello;23429;23828;2020-03-01
Brime de Urz;1434;1434;2020-03-01
San Muñoz;0;6260;2020-03-01
Posada de Valdeón;6461;6461;2020-03-01
Carrascal del Obispo;0;3522;2020-03-01
Ledrada;0;6123;2020-03-01
San Miguel del Pino;1023;2638;2020-03-01
Marugán;5874;48914;2020-03-01
Villalba de los Llanos;0;2859;2020-03-01
Villalar de los Comuneros;184;5016;2020-03-01
